name,stock,description,price,sale_discount,is_on_sale,image_url,sale_date_end
Garbage Bag - Clear,987,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.",89.4,0.79,false,http://dummyimage.com/192x100.png/cc0000/ffffff,6/18/2024
Numi - Assorted Teas,806,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.",10.6,0.06,true,http://dummyimage.com/207x100.png/5fa2dd/ffffff,8/7/2024
"Wine - White, Mosel Gold",454,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",87.31,0.01,true,http://dummyimage.com/214x100.png/5fa2dd/ffffff,4/28/2024
"Olives - Green, Pitted",94,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,66.18,0.27,false,http://dummyimage.com/111x100.png/cc0000/ffffff,10/7/2023
Cookies Cereal Nut,275,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,49.25,0.65,false,http://dummyimage.com/203x100.png/5fa2dd/ffffff,1/21/2024
Cheese - Provolone,343,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",10.64,0.03,true,http://dummyimage.com/214x100.png/5fa2dd/ffffff,8/4/2023
"Beans - Long, Chinese",9,In congue. Etiam justo.,55.25,0.8,false,http://dummyimage.com/150x100.png/ff4444/ffffff,2/7/2024
Juice - Prune,284,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,41.84,0.31,false,http://dummyimage.com/154x100.png/dddddd/000000,6/11/2024
"Beans - Black Bean, Canned",644,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,6.0,0.84,false,http://dummyimage.com/117x100.png/5fa2dd/ffffff,3/31/2024
Juice - Apple 284ml,204,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",12.39,0.85,true,http://dummyimage.com/113x100.png/ff4444/ffffff,12/30/2023
"Oil - Truffle, White",397,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",85.35,0.59,true,http://dummyimage.com/113x100.png/dddddd/000000,7/30/2023
Wine - Sogrape Mateus Rose,83,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",13.18,0.78,true,http://dummyimage.com/186x100.png/cc0000/ffffff,3/20/2024
Flour Dark Rye,957,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,11.06,0.45,false,http://dummyimage.com/237x100.png/cc0000/ffffff,6/29/2024
Mousse - Mango,356,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",78.81,0.55,false,http://dummyimage.com/169x100.png/5fa2dd/ffffff,7/26/2023
Beer - Corona,710,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",80.49,0.53,false,http://dummyimage.com/154x100.png/ff4444/ffffff,2/5/2024
Wine - Chianti Classico Riserva,2,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",77.6,0.75,false,http://dummyimage.com/103x100.png/5fa2dd/ffffff,8/18/2023
"Iced Tea - Lemon, 460 Ml",943,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",92.71,0.23,true,http://dummyimage.com/225x100.png/dddddd/000000,4/2/2024
Beer - Guiness,598,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,23.71,0.07,false,http://dummyimage.com/151x100.png/5fa2dd/ffffff,7/22/2024
"Liners - Banana, Paper",321,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",88.88,0.3,false,http://dummyimage.com/145x100.png/dddddd/000000,8/26/2023
Cookie Dough - Oatmeal Rasin,831,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",73.02,0.18,true,http://dummyimage.com/235x100.png/cc0000/ffffff,7/8/2024
Tomatoes Tear Drop Yellow,384,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",65.03,0.87,true,http://dummyimage.com/232x100.png/ff4444/ffffff,10/1/2023
Wine - Malbec Trapiche Reserve,969,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,23.66,0.36,true,http://dummyimage.com/186x100.png/5fa2dd/ffffff,1/5/2024
General Purpose Trigger,680,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,80.71,0.48,true,http://dummyimage.com/228x100.png/cc0000/ffffff,3/14/2024
Bread - Calabrese Baguette,985,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",63.65,0.98,true,http://dummyimage.com/101x100.png/ff4444/ffffff,3/8/2024
"Lamb - Shoulder, Boneless",451,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",89.74,0.75,false,http://dummyimage.com/174x100.png/cc0000/ffffff,8/17/2023
Island Oasis - Banana Daiquiri,563,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",12.67,0.93,true,http://dummyimage.com/170x100.png/5fa2dd/ffffff,8/30/2023
"Brandy - Orange, Mc Guiness",232,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",51.85,0.78,true,http://dummyimage.com/245x100.png/ff4444/ffffff,5/28/2024
"Syrup - Monin, Irish Cream",454,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",52.75,0.99,true,http://dummyimage.com/128x100.png/ff4444/ffffff,3/17/2024
"Beef - Bones, Marrow",332,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",81.55,0.86,true,http://dummyimage.com/120x100.png/cc0000/ffffff,1/8/2024
Muffin - Blueberry Individual,907,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,51.41,0.98,true,http://dummyimage.com/238x100.png/ff4444/ffffff,5/16/2024
Veal - Inside,530,Pellentesque eget nunc.,12.71,0.01,false,http://dummyimage.com/240x100.png/cc0000/ffffff,6/9/2024
Bread - Hot Dog Buns,634,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",26.5,0.8,false,http://dummyimage.com/244x100.png/cc0000/ffffff,6/6/2024
Pork - Hock And Feet Attached,260,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,2.06,0.46,true,http://dummyimage.com/205x100.png/5fa2dd/ffffff,9/16/2023
Tea - Earl Grey,550,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,82.31,0.29,false,http://dummyimage.com/199x100.png/cc0000/ffffff,1/31/2024
Laundry - Bag Cloth,717,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.",34.95,0.12,false,http://dummyimage.com/242x100.png/cc0000/ffffff,8/7/2023
"Crush - Grape, 355 Ml",257,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.",4.87,0.75,true,http://dummyimage.com/124x100.png/cc0000/ffffff,3/10/2024
Pepper - Red Thai,930,Nam dui.,40.88,0.11,false,http://dummyimage.com/160x100.png/dddddd/000000,10/18/2023
Fond - Chocolate,681,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",99.37,0.21,true,http://dummyimage.com/136x100.png/5fa2dd/ffffff,9/27/2024
Vacuum Bags 12x16,233,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",24.48,0.55,true,http://dummyimage.com/173x100.png/dddddd/000000,3/29/2024
Table Cloth 72x144 White,778,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",46.48,0.61,false,http://dummyimage.com/197x100.png/dddddd/000000,11/30/2023
Buffalo - Striploin,488,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",1.95,0.46,false,http://dummyimage.com/244x100.png/5fa2dd/ffffff,1/1/2024
Coffee Decaf Colombian,696,Praesent lectus.,42.87,0.56,true,http://dummyimage.com/136x100.png/5fa2dd/ffffff,12/23/2023
Island Oasis - Ice Cream Mix,960,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.",42.5,0.42,true,http://dummyimage.com/116x100.png/dddddd/000000,7/23/2024
Water - Evian 355 Ml,31,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,42.7,0.48,true,http://dummyimage.com/183x100.png/ff4444/ffffff,9/25/2023
Longos - Grilled Salmon With Bbq,611,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.",28.26,0.19,false,http://dummyimage.com/205x100.png/dddddd/000000,9/28/2024
Pasta - Ravioli,30,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",85.0,0.75,true,http://dummyimage.com/190x100.png/dddddd/000000,7/18/2024
Pear - Asian,600,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",17.79,0.65,false,http://dummyimage.com/134x100.png/dddddd/000000,7/12/2023
"Yogurt - Raspberry, 175 Gr",445,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",36.06,0.79,false,http://dummyimage.com/154x100.png/dddddd/000000,11/2/2023
Cookies - Englishbay Chochip,550,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",76.61,0.09,true,http://dummyimage.com/113x100.png/ff4444/ffffff,12/1/2023
Chutney Sauce - Mango,350,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",56.84,0.74,true,http://dummyimage.com/142x100.png/dddddd/000000,9/2/2024
Cake - Night And Day Choclate,777,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.",58.39,0.12,false,http://dummyimage.com/134x100.png/dddddd/000000,12/23/2023
Lettuce - Romaine,788,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",83.82,0.42,false,http://dummyimage.com/214x100.png/5fa2dd/ffffff,4/4/2024
"Zucchini - Mini, Green",543,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,60.91,0.94,false,http://dummyimage.com/245x100.png/dddddd/000000,1/6/2024
Sterno - Chafing Dish Fuel,765,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",86.85,0.6,false,http://dummyimage.com/249x100.png/ff4444/ffffff,7/17/2023
Cheese - Montery Jack,469,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,49.42,0.68,false,http://dummyimage.com/152x100.png/cc0000/ffffff,4/29/2024
Snapple - Iced Tea Peach,669,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",6.99,0.73,true,http://dummyimage.com/132x100.png/5fa2dd/ffffff,9/2/2023
Wine - Lamancha Do Crianza,508,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",97.64,0.39,true,http://dummyimage.com/187x100.png/cc0000/ffffff,6/4/2024
Garam Marsala,226,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",8.87,0.68,false,http://dummyimage.com/154x100.png/5fa2dd/ffffff,6/20/2024
Nestea - Iced Tea,99,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.",56.17,0.98,false,http://dummyimage.com/211x100.png/dddddd/000000,4/3/2024
Bagels Poppyseed,947,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",78.77,0.49,false,http://dummyimage.com/187x100.png/ff4444/ffffff,8/31/2024
Nantucket - 518ml,143,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",23.95,0.45,false,http://dummyimage.com/172x100.png/cc0000/ffffff,4/7/2024
Shiro Miso,417,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",48.47,0.0,true,http://dummyimage.com/201x100.png/ff4444/ffffff,2/14/2024
Cheese - Roquefort Pappillon,688,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",89.83,0.9,true,http://dummyimage.com/229x100.png/5fa2dd/ffffff,8/6/2023
"Cheese - Havarti, Salsa",95,Pellentesque at nulla.,6.22,0.15,true,http://dummyimage.com/202x100.png/5fa2dd/ffffff,11/6/2023
Cream Of Tartar,325,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",64.47,0.08,false,http://dummyimage.com/129x100.png/cc0000/ffffff,7/24/2024
Ice Cream Bar - Drumstick,523,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",46.15,0.29,false,http://dummyimage.com/151x100.png/dddddd/000000,6/24/2023
Smirnoff Green Apple Twist,13,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",31.7,0.05,true,http://dummyimage.com/114x100.png/5fa2dd/ffffff,7/27/2024
Jagermeister,391,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",2.16,0.33,false,http://dummyimage.com/144x100.png/dddddd/000000,4/19/2024
Hold Up Tool Storage Rack,87,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,91.89,0.76,true,http://dummyimage.com/126x100.png/5fa2dd/ffffff,11/17/2023
Ham - Virginia,141,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",59.96,0.4,false,http://dummyimage.com/210x100.png/cc0000/ffffff,12/12/2023
Cod - Black Whole Fillet,284,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",3.41,0.74,false,http://dummyimage.com/144x100.png/5fa2dd/ffffff,11/22/2023
"Brandy - Orange, Mc Guiness",491,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",38.32,0.53,true,http://dummyimage.com/221x100.png/cc0000/ffffff,12/29/2023
Soup - Campbells Broccoli,632,Aliquam non mauris.,92.34,0.48,true,http://dummyimage.com/147x100.png/dddddd/000000,10/7/2023
Extract - Almond,900,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",40.37,0.7,false,http://dummyimage.com/199x100.png/cc0000/ffffff,12/10/2023
Mountain Dew,972,"Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",87.08,0.23,false,http://dummyimage.com/170x100.png/dddddd/000000,11/13/2023
Sambuca - Opal Nera,425,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",42.51,0.41,true,http://dummyimage.com/189x100.png/cc0000/ffffff,7/27/2024
Savory,7,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",37.09,0.06,true,http://dummyimage.com/113x100.png/5fa2dd/ffffff,9/19/2023
Turnip - Wax,574,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",57.76,0.24,false,http://dummyimage.com/118x100.png/cc0000/ffffff,10/21/2023
Tamarind Paste,790,Phasellus in felis.,79.63,0.63,false,http://dummyimage.com/122x100.png/5fa2dd/ffffff,9/25/2024
"Chicken - Wings, Tip Off",339,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",40.19,0.5,false,http://dummyimage.com/222x100.png/cc0000/ffffff,7/16/2024
Pepper - Chili Powder,114,Aenean lectus.,37.24,0.28,true,http://dummyimage.com/222x100.png/ff4444/ffffff,6/18/2024
Bandage - Flexible Neon,313,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",82.03,0.48,false,http://dummyimage.com/227x100.png/cc0000/ffffff,9/20/2024
Snails - Large Canned,446,Nunc purus.,17.0,0.13,false,http://dummyimage.com/227x100.png/5fa2dd/ffffff,1/20/2024
Cranberries - Frozen,500,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",74.34,0.03,false,http://dummyimage.com/236x100.png/ff4444/ffffff,6/19/2023
Numi - Assorted Teas,415,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",0.78,0.09,true,http://dummyimage.com/115x100.png/ff4444/ffffff,2/6/2024
Honey - Comb,908,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",52.95,0.5,false,http://dummyimage.com/108x100.png/cc0000/ffffff,6/2/2024
Glaze - Apricot,362,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",84.36,0.21,true,http://dummyimage.com/136x100.png/5fa2dd/ffffff,11/24/2023
Guava,876,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,46.79,0.95,false,http://dummyimage.com/216x100.png/5fa2dd/ffffff,5/21/2024
Tia Maria,510,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,85.01,0.61,true,http://dummyimage.com/178x100.png/cc0000/ffffff,6/25/2024
